MID,DISCIPL,EIN,CO_LOC_RES,NTEEC,DUNS,NAICS,COMMONNAME,LEGALNAME,ALTNAME,AKADBA,ADSTREET,ADCITY,ADSTATE,ADZIP,ADZIP5,PHSTREET,PHCITY,PHSTATE,PHZIP,PHZIP5,PHONE,WEBURL,IRS_NAME15,TAXPER15,INCOMECD15,INCOME15,REVENUE15,IRS_STREET15,IRS_CITY15,IRS_STATE15,IRS_ZIP15,RULEDATE15,IPEDS,INSTNAME,INSTCITY,INSTST,LONGITUDE,LATITUDE,AAMREG,BEAREG,LOCALE4,FIPSST,FIPSCO,GSTREET,GCITY,GSTATE,GZIP,GZIP5,BMF15_F,IMLSAD_F,PFND_F,FCT3P_F,USER_F,UNI_F,OTHER_F,SOURCE
8402100202,HST,311061542, ,A54, ,712110,HIGHLANDS MUSEUM & DISCOVERY,HIGHLANDS MUSEUM & DISCOVERY INC, , ,1620 WINCHESTER AVE,ASHLAND,KY,41101-7639,41101, , , , , , ,HTTP://HIGHLANDSMUSEUM.COM/,HIGHLANDS MUSEUM & DISCOVERY INC,201306,4,181520,166727,1620 WINCHESTER AVE,ASHLAND,KY,41101-7639,198307, , , , ,-82.63929,38.47843,3,5,1,21,019,1620 WINCHESTER AVE,ASHLAND,KY,41101-7639,41101,1,0,0,1,0,0,0, 
8402100222,HST,352170587, ,A54,167522304,712110,HARDIN COUNTY HISTORY MUSEUM,HARDIN COUNTY HISTORY MUSEUM INC, , ,201 WEST DIXIE AVE,ELIZABETHTOWN,KY,42701-1599,42701, , , , , ,2707638339,HTTP://WWW.HARDINKYHISTORY.ORG,HARDIN COUNTY HISTORY MUSEUM INC,201306,0,0,0,201 WEST DIXIE AVE,ELIZABETHTOW,KY,42701-1599,200209, , , , ,-85.86151,37.69514,3,5,1,21,093,201 WEST DIXIE AVE,ELIZABETHTOW,KY,42701-1599,42701,1,0,0,1,0,0,0, 
8402100228,BOT,421692511, ,A99, ,712110,KENTUCKY VETERAN & PATRIOT MUSEUM AND PARK,KENTUCKY VETERAN & PATRIOT MUSEUM AND PARK INC, , ,4177 BETHLEHEM CHURCH RD,WICKLIFFE,KY,42087,42087, , , , , ,2702102452, ,KENTUCKY VETERAN & PATRIOT MUSEUM AND PARK INC,201412,0,0,0,4177 BETHLEHEM CHURCH RD,WICKLIFFE,KY,42087-9044,201407, , , , ,-88.97982,36.94517,3,5,4,21,007,4177 BETHLEHEM CHURCH RD,WICKLIFFE,KY,42087-9044,42087,1,0,0,0,0,0,0, 
8402100231,CMU,453609269, ,A50, ,712110,LOUISVILLE CHILDREN'S MUSEUM,LOUISVILLE CHILDRENS MUSEUM, , ,1312 ISLEWORTH DR,LOUISVILLE,KY,40245-4024,40245,727 W MAIN ST,LOUISVILLE,KY,40245-4024,40245,5025616100,HTTP://LOUISVILLECHILDRENSMUSEUM.ORG/,LOUISVILLE CHILDRENS MUSEUM,201312,0,0,0,1312 ISLEWORTH DR,LOUISVILLE,KY,40245-5252,201207, , , , ,-85.76172,38.25727,3,5,1,21,111,727 W MAIN ST,LOUISVILLE,KY,40245-4024,40245,1,0,0,0,0,0,0, 
8402100250,ART,610444823, ,A51,071322218,712110,J B SPEED ART MUSEUM,J B SPEED ART MUSEUM,J.B. SPEED ART MUSEUM, ,2035 S 3RD ST,LOUISVILLE,KY,40208-1812,40208, , , , , , ,HTTP://CHANGINGSPEED.ORG/,J B SPEED ART MUSEUM,201309,9,61555878,14269379,2035 S 3RD ST,LOUISVILLE,KY,40208-1812,193511, , , , ,-85.76154,38.21792,3,5,1,21,111,2035 S 3RD ST,LOUISVILLE,KY,40208-1812,40208,1,1,1,0,0,0,0, 
8402100259,HST,610623420, ,A54, ,712110,GENERAL GEORGE PATTON MUSEUM,PATTON MUSEUM FOUNDATION INC, ,GENERAL GEORGE PATTON MUSEUM,PO BOX 25,FORT KNOX,KY,40121-0025,40121,4554 FAYETTE AVE,FORT KNOX,KY,40121-0025,40121,5026243812,HTTP://WWW.GENERALPATTON.ORG,PATTON MUSEUM FOUNDATION INC,201312,4,209153,209153,PO BOX 25,FORT KNOX,KY,40121-0025,196605, , , , ,-85.96088,37.89219,3,5,2,21, ,4554 FAYETTE AVE,FORT KNOX,KY,40121-0025,40121,1,0,1,0,0,0,0, 
8402100261,CMU,610675663, ,A52,020437315,712110,LIVING ARTS & SCIENCE CENTER,LIVING ARTS & SCIENCE CENTER INC,LIVING ARTS AND SCIENCE CENTER, ,362 N MLK BLVD,LEXINGTON,KY,40508-1840,40508, , , , , ,8592552284, ,LIVING ARTS & SCIENCE CENTER INC,201406,6,1880027,1834731,362 N MARTIN LUTHER KING,LEXINGTON,KY,40508-1840,196904, , , , ,-84.48925,38.04905,3,5,1,21,067,362 N MARTIN LUTHER KING,LEXINGTON,KY,40508-1840,40508,1,1,1,1,0,0,0, 
8402100262,ART,610850306, ,A51,079660510,712110,HEADLEY-WHITNEY MUSEUM,HEADLEY-WHITNEY MUSEUM INC, , ,4435 OLD FRANKFORT PIKE,LEXINGTON,KY,40510-9657,40510, , , , , ,8592556653, ,HEADLEY-WHITNEY MUSEUM INC,201306,6,1210959,736545,4435 OLD FRANKFORT PIKE,LEXINGTON,KY,40510-9657,197306, , , , ,-84.61745,38.09837,3,5,4,21,067,4435 OLD FRANKFORT PIKE,LEXINGTON,KY,40510-9657,40510,1,1,0,1,0,0,0, 
8402100265,HST,610900267, ,A54, ,712110,BLUEGRASS RAILROAD MUSEUM,BLUEGRASS RAILROAD MUSEUM INC, , ,175 BEASLEY DR,VERSAILLES,KY,40383-8992,40383, , , , , ,8598732476,HTTP://WWW.BGRM.ORG,BLUEGRASS RAILROAD MUSEUM INC,201312,4,125973,118116,175 BEASLEY DR,VERSAILLES,KY,40383-8992,197705, , , , ,-84.75635,38.04726,3,5,4,21,239,175 BEASLEY DR,VERSAILLES,KY,40383-8992,40383,1,0,0,1,0,0,0, 
8402100269,HST,610921414, ,A54,056569903,712110,SCHMIDT MUSEUM OF COCA-COLA MEMORABILIA,SCHMIDT FAMILY FOUNDATION INC, , ,109 BUFFALO CREEK DR,ELIZABETHTOWN,KY,42701-6991,42701, , , , , , , ,SCHMIDT FAMILY FOUNDATION INC,201312,5,527200, ,313 REBELS ROOST,ELIZABETHTOW,KY,42701-6991,199701, , , , ,-85.89814,37.70473,3,5,4,21,093,313 REBELS ROOST,ELIZABETHTOW,KY,42701-6991,42701,1,0,0,0,0,0,0, 
8402100275,HST,610964379, ,A54, ,712110,BEHRINGER-CRAWFORD MUSEUM,BEHRINGER-CRAWFORD MUSEUM BOARD OF TRUSTEES, , ,1600 MONTAGUE RD,COVINGTON,KY,41011-5648,41011, , , , , , ,HTTP://WWW.BCMUSEUM.ORG,BEHRINGER-CRAWFORD MUSEUM BOARD OF TRUSTEES,201306,4,382025,356645,1600 MONTAGUE RD,COVINGTON,KY,41011-5648,198105, , , , ,-84.54139,39.0821,3,5,2,21,117,1600 MONTAGUE RD,COVINGTON,KY,41011-5648,41011,1,1,1,1,0,0,0, 
8402100296,ART,611102638, ,A20, ,710000,DAWSON SPRINGS MUSEUM & ARTS CENTER,DAWSON SPRINGS MUSEUM & ARTS CENTER INC, , ,PO BOX 107,DAWSON SPRINGS,KY,42408,42408,127 S MAIN ST,DAWSON SPRINGS,KY,42408,42408,2707973503,HTTP://WWW.DAWSONSPRINGSKY.COM/TRAILS/MUSEUM.HTM,DAWSON SPRINGS MUSEUM & ARTS CENTER INC,201405,0,0,0,PO BOX 107,DAWSON SPGS,KY,42408-0107,198611, , , , ,-87.69133,37.16646,3,5,4,21,107,127 S MAIN ST,DAWSON SPRINGS,KY,42408,42408,1,0,0,1,0,0,0, 
8402100312,HST,611141038, ,A54, ,712110,LINCOLN MUSEUM,LINCOLN MUSEUM INC, , ,66 LINCOLN SQ,HODGENVILLE,KY,42748-1551,42748, , , , , ,2703583163,HTTP://WWW.LINCOLNMUSEUM-KY.ORG,LINCOLN MUSEUM INC,201406,4,151767,108916,66 LINCOLN SQ,HODGENVILLE,KY,42748-1551,199002, , , , ,-85.74044,37.57406,3,5,3,21,123,66 LINCOLN SQ,HODGENVILLE,KY,42748-1551,42748,1,0,0,1,0,0,0, 
8402100331,NAT,611196366, ,A56, ,712110,KENTUCKY MUSEUM OF NATURAL HISTORY,KENTUCKY MUSEUM OF NATURAL HISTORY INC, , ,106 WEST VINE STREET NO 600,LEXINGTON,KY,40507-1679,40507, , , , , , , ,KENTUCKY MUSEUM OF NATURAL HISTORY INC,201412,0,0,0,106 W VINE ST STE 600,LEXINGTON,KY,40507-1679,199104, , , , ,-84.49808,38.04571,3,5,1,21,067,106 W VINE ST STE 600,LEXINGTON,KY,40507-1679,40507,1,0,0,0,0,0,0, 
8402100332,HST,611198382, ,Z99, ,712110,BOBBY DAVIS MUSEUM,BOBBY DAVIS MUSEUM AND PARK OF HAZARD AND PERRY COUNTY,BOBBY DAVIS MUSEUM,BOBBY DAVIS MUSEUM AND PARK OF HAZARD AND PERRY COUNTY,234 WALNUT STREET,HAZARD,KY,41701,41701, , , , , ,6064394325,HTTP://CITYOFHAZARD.COM,BOBBY DAVIS MUSEUM AND PARK OF HAZARD AND PERRY COUNTY,201406,0,0,0,234 WALNUT ST,HAZARD,KY,41701-1852,199105, , , , ,-83.19259,37.24854,3,5,3,21,193,234 WALNUT ST,HAZARD,KY,41701-1852,41701,1,0,0,1,0,0,0, 
8402100357,ZAW,611237279, ,D50, ,712130,KENTUCKY REPTILE ZOO,KENTUCKY REPTILE ZOO, , ,200 L E RD,SLADE,KY,40376,40376, , , , , ,6066639160,HTTP://WWW.KYREPTILEZOO.ORG,KENTUCKY REPTILE ZOO,201312,4,317894,317894,200 L AND E RAILROAD PL,SLADE,KY,40376-9040,199401, , , , ,-83.6932,37.78755,3,5,4,21,197,200 L AND E RAILROAD PL,SLADE,KY,40376-9040,40376,1,0,0,1,0,0,0, 
8402100359,SCI,611245936, ,U20, , ,BARREN RIVER IMAGINATIVE MUSEUM OF SCIENCE,BARREN RIVER IMAGINATIVE MUSEUM OF SCIENCE INC, , ,PO BOX 71,BOWLING GREEN,KY,42101-4210,42101, , , , , , , , , , , , , , , , , , , , , ,-86.41008,36.92346,3,5,1,21,227,PO BOX 71,BOWLING GREEN,KY,42101-4210,42101,0,0,0,0,0,0,0, 
8402100361,BOT,611251188, ,C41, ,712130,WESTERN KENTUCKY BOTANICAL GARDEN,WESTERN KENTUCKY BOTANICAL GARDEN, , ,PO BOX 22562,OWENSBORO,KY,42304-2562,42304,25 CARTER RD,OWENSBORO,KY,42304-2562,42304,2708528925,HTTP://WKBG.ORG/,WESTERN KENTUCKY BOTANICAL GARDEN,201312,4,180127,125519,PO BOX 22562,OWENSBORO,KY,42304-2562,199404, , , , ,-87.14807,37.77379,3,5,1,21,059,25 CARTER RD,OWENSBORO,KY,42304-2562,42304,1,0,0,0,0,0,0, 
8402100377,HST,611281685, ,A54, ,712110,GEORGETOWN-SCOTT COUNTY MUSEUM,GEORGETOWN-SCOTT COUNTY MUSEUM INC, , ,229 E MAIN ST,GEORGETOWN,KY,40324-1759,40324, , , , , ,5028636201,HTTP://WWW.SCOTTCOUNTYMUSEUM.ORG,GEORGETOWN-SCOTT COUNTY MUSEUM INC,201406,3,68613,68257,229 E MAIN ST,GEORGETOWN,KY,40324-1759,199507, , , , ,-84.55719,38.20989,3,5,3,21,209,229 E MAIN ST,GEORGETOWN,KY,40324-1759,40324,1,1,0,1,0,0,0, 
8402100395,HST,611315396, ,A54,054388561,712110,RIVER HERITAGE CENTER,RIVER HERITAGE MUSEUM INC, , ,117 S WATER ST,PADUCAH,KY,42001-0787,42001, , , , , ,2705759958,HTTP://RIVERDISCOVERYCENTER.ORG,RIVER HERITAGE MUSEUM INC,201406,4,317215,274484,117 S WATER ST,PADUCAH,KY,42001-0787,199712, , , , ,-88.5947,37.08769,3,5,3,21,145,117 S WATER ST,PADUCAH,KY,42001-0787,42001,1,0,0,1,0,0,0, 
8402100412,HST,611342561, ,A50,133154471,712110,LEXINGTON HISTORY MUSEUM,LEXINGTON HISTORY MUSEUM INC, , ,215 W MAIN ST,LEXINGTON,KY,40507-1305,40507, , , , , , , ,LEXINGTON HISTORY MUSEUM INC,201312,3,36935,36935,215 W MAIN ST,LEXINGTON,KY,40507-1305,199912, , , , ,-84.49824,38.04747,3,5,1,21,067,215 W MAIN ST,LEXINGTON,KY,40507-1305,40507,1,0,0,0,0,0,0, 
8402100420,HST,611353710, ,A54,095894544,712110,AMERICAN INDIAN HERITAGE MUSEUM,KENTUCKY NATIVE AMERICAN HERITAGE MUSEUM INC, ,KENTUCKY NATIVE AMERICAN HERITAGE MUSEUM INC,4116 CUMBERLAND FALLS HWY,CORBIN,KY,40701-8923,40701, , , , , ,6065265635,HTTP://WWW.KNAHM.ORG,KENTUCKY NATIVE AMERICAN HERITAGE MUSEUM INC,201412,0,0,0,4116 CUMBERLAND FALLS HW,CORBIN,KY,40701-8923,200010, , , , ,-84.15732,36.90749,3,5,4,21,235,4116 CUMBERLAND FALLS HW,CORBIN,KY,40701-8923,40701,1,1,0,0,0,0,0, 
8402100426,HST,611363252, ,A54, ,712110,FLEMING COUNTY MUSEUM SOCIETY,FLEMING COUNTY MUSEUM SOCIETY INC, , ,PO BOX 226,FLEMINGSBURG,KY,41041-0012,41041, , , , , ,6068456224, ,FLEMING COUNTY MUSEUM SOCIETY INC,201412,0,0,0,PO BOX 12,FLEMINGSBURG,KY,41041-0012,200202, , , , ,-83.71952,38.41728,3,5,4,21,069,PO BOX 12,FLEMINGSBURG,KY,41041-0012,41041,1,0,0,1,0,0,0, 
8402100433,HST,611378343, ,A54,101687056,712110,FRAZIER HISTORY MUSEUM,OWSLEY BROWN FRAZIER HISTORICAL ARMS MUSEUM FOUNDATION INC,OWSLEY BROWN FRAZIER HISTORICAL ARMS MUSEUM FOUNDATION,OWSLEY BROWN FRAZIER HISTORICAL ARMS MUSEUM FOUNDATION INC,829 W MAIN ST,LOUISVILLE,KY,40202-2619,40202, , , , , ,5027535663,HTTP://WWW.FRAZIERMUSEUM.ORG,OWSLEY BROWN FRAZIER HISTORICAL ARMS MUSEUM FOUNDATION INC,201406,8,12443513,11713338,829 W MAIN ST,LOUISVILLE,KY,40202-2619,200102, , , , ,-85.76348,38.25747,3,5,1,21,111,829 W MAIN ST,LOUISVILLE,KY,40202-2619,40202,1,1,0,1,0,0,0, 
8402100441,BOT,611390688, ,C30,134357156,813312,YEW DELL BOTANICAL GARDENS,YEW DELL INC,YEW DELL,YEW DELL BOTANICAL GARDENS,PO BOX 1334,CRESTWOOD,KY,40014-1334,40014,6220 OLD LAGRANGE ROAD,CRESTWOOD,KY,40014-1334,40014,5022414788,HTTP://WWW.YEWDELLGARDENS.ORG/MAIN-PAGE.HTML,YEW DELL INC,201312,6,1151632,980033,PO BOX 1334,CRESTWOOD,KY,40014-1334,200110, , , , ,-85.46566,38.34163,3,5,2,21,185,6220 OLD LAGRANGE ROAD,CRESTWOOD,KY,40014-1334,40014,1,1,1,1,0,0,0, 
8402100453,BOT,616036081, ,C60, ,712190,LOUISVILLE NATURE CENTER,LOUISVILLE NATURE CENTER INC, , ,3745 ILLINOIS AVE,LOUISVILLE,KY,40213-1071,40213, , , , , ,5024581328,HTTP://WWW.LOUISVILLENATURECENTER.ORG,LOUISVILLE NATURE CENTER INC,201312,4,149151,149151,3745 ILLINOIS AVE,LOUISVILLE,KY,40213-1071,196503, , , , ,-85.7107,38.20852,3,5,1,21,111,3745 ILLINOIS AVE,LOUISVILLE,KY,40213-1071,40213,1,0,0,1,0,0,0, 
8402100458,NAT,621514591, ,A56, ,712110,BEN E CLEMENT MINERAL MUSEUM,BEN E CLEMENT MINERAL MUSEUM INC, , ,PO BOX 391,MARION,KY,42064-0391,42064,205 N WALKER ST,MARION,KY,42064-0391,42064,2709654263, ,BEN E CLEMENT MINERAL MUSEUM INC,201406,3,61772,48707,PO BOX 391,MARION,KY,42064-0391,199807, , , , ,-88.07843,37.33406,3,5,3,21,055,205 N WALKER ST,MARION,KY,42064-0391,42064,1,0,0,0,0,0,0, 
8402100466,ZAW,753241510, ,A54, ,710000,PROJECT TO PRESERVE AFRICAN AMERICAN TURF HISTORY,PROJECT TO PRESERVE AFRICAN AMERICAN TURF HISTORY, , ,1707 REEL DR,LAGRANGE,KY,40031-9405,40031, , , , , , , ,PROJECT TO PRESERVE AFRICAN AMERICAN TURF HISTORY,201212,0,0,0,1707 REEL DR,LAGRANGE,KY,40031-9405,201004, , , , ,-85.36148,38.40255,3,5,2,21,185,1707 REEL DR,LAGRANGE,KY,40031-9405,40031,1,0,0,0,0,0,0, 
8402100475,BOT, , , , , ,LOST RIVER,FRIENDS OF THE LOST RIVER INC., , ,2818 NASHVILLE RD,BOWLING GREEN,KY,42101,42101,2818 NASHVILLE RD,BOWLING GREEN,KY,42101,42101,2703930077,HTTP://WWW.LOSTRIVERCAVE.COM, , , , , , , , , , , , , , ,-86.4742,36.95356,3,5,1,21,227,2818 NASHVILLE RD,BOWLING GREEN,KY,42101,42101,0,0,0,0,1,0,0, 
8402100476,BOT, , , , , ,WOODLANDS NATURE STATION,WOODLANDS NATURE STATION, , ,910 BEE CREEK DRIVE,MURRAY,KY,42071,42071,910 BEE CREEK DRIVE,MURRAY,KY,42071,42071,2709242120,HTTP://WWW.LANDBETWEENTHELAKES.US/, , , , , , , , , , , , , , ,-88.305,36.62433,3,5,3,21,035,910 BEE CREEK DRIVE,MURRAY,KY,42071,42071,0,0,0,0,1,0,1,ANCA
8402100477,HST,621516963, ,C99, ,712120,DON F. PRATT MUSEUM,FORT CAMPBELL HISTORICAL FOUNDATION INC, , ,BUILDING 5702 TN AVENUE,FORT CAMPBELL,KY,42223-5335,42223,5702 TENNESSEE AVE,FORT CAMPBELL,KY,42223-5335,42223,2707984986, ,FORT CAMPBELL HISTORICAL FOUNDATION INC,201412,4,212155,162595,32 SCREAMING EAGLE BLVD,FORT CAMPBEL,KY,42223-5335,199307, , , , ,-87.45612,36.64596,3,5,2,21,047,5702 TENNESSEE AVE,FORT CAMPBELL,KY,42223-5335,42223,1,1,0,0,0,0,0, 
8402200015,SCI,721269761, ,A57, ,712110,SCHEPIS MUSEUM,SCHEPIS FOUNDATION INC, , ,103 MAIN ST,COLUMBIA,LA,71418,71418, , , , , ,3186499931, ,SCHEPIS FOUNDATION INC,201312,0,0,0,PO BOX 743,COLUMBIA,LA,71418-0743,199511, , , , ,-92.07071,32.147,3,5,4,22,021,PO BOX 743,COLUMBIA,LA,71418-0743,71418,1,0,0,1,0,0,0, 
8402200028,HST,721306414, ,A54, ,813219,NATCHITOCHES PARISH OLD COURTHOUSE MUSEUM,FRIENDS OF THE OLD NATCHITOCHES COURTHOUSE MUSEUM INC, ,FRIENDS OF THE OLD NATCHITOCHES COURTHOUSE MUSEUM INC,600 2ND ST,NATCHITOCHES,LA,71457,71457,600 2ND ST,NATCHITOCHES,LA,71457,71457,3183572270, ,FRIENDS OF THE OLD NATCHITOCHES COURTHOUSE MUSEUM INC,201308,2,20316,10326,PO BOX 973,NATCHITOCHES,LA,71458-0973,199511, , , , ,-93.08792,31.76118,3,5,3,22,069,600 2ND ST,NATCHITOCHES,LA,71457,71457,1,1,0,0,0,0,0, 
8402200053,BOT,581638039,ESTATE,A50,096949904,712110,LONGUE VUE HOUSE AND GARDENS,LONGUE VUE HOUSE AND GARDENS CORPORATION, , ,7 BAMBOO ROAD,NEW ORLEANS,LA,70124,70124, , , , , ,5044867740,HTTP://WWW.LONGUEVUE.COM/,LONGUE VUE HOUSE AND GARDENS CORPORATION,201312,6,1125760,849861,7 BAMBOO RD,NEW ORLEANS,LA,70124-1007,200508, , , , ,-90.12413,29.97627,3,5,1,22,071,7 BAMBOO RD,NEW ORLEANS,LA,70124-1007,70124,1,1,0,0,0,0,0, 
8402200057,HST,237086419, ,A11,010673551,712110,LAFAYETTE NATURAL HISTORY MUSEUM,LAFAYETTE SCIENCE MUSEUM FOUNDATION INC, , ,637 GIRARD PARK DRIVE,LAFAYETTE,LA,70503,70503,433 JEFFERSON ST,LAFAYETTE,LA,70503,70503,3372915544, ,LAFAYETTE SCIENCE MUSEUM FOUNDATION INC,201310,4,280764,262068,433 JEFFERSON ST,LAFAYETTE,LA,70501-7013,197011, , , , ,-92.01756,30.22631,3,5,1,22,055,433 JEFFERSON ST,LAFAYETTE,LA,70503,70503,1,1,0,0,0,0,0, 
8402200074,BOT, , , , , ,COHN ARBORETUM,COHN ARBORETUM, , ,12206 FOSTER RD,BATON ROUGE,LA,70811,70811, , , , , ,2257751006,HTTP://WWW.BREC.ORG, , , , , , , , , , , , , , ,-91.12044,30.55797,3,5,2,22,033,12206 FOSTER RD,BATON ROUGE,LA,70811,70811,0,0,0,1,0,0,0, 
8402200077,ART, ,GARDEN, , , ,CHAUVIN SCULPTURE GARDEN,CHAUVIN SCULPTURE GARDEN, , ,5337 BAYOUSIDE DR,CHAUVIN,LA,70344,70344, , , , , ,9855942546, , , , , , , , , , , , , , , ,-90.59294,29.44371,3,5,4,22,109,5337 BAYOUSIDE DR,CHAUVIN,LA,70344,70344,0,0,0,1,0,0,0, 
8402200081,ZAW,510157624, ,D12,075062430,813219,AUDUBON PARK AND ZOOLOGICAL GARDEN,AUDUBON NATURE INSTITUTE INC,INCL AUDUBON INSECTARIUM, ,6500 MAGAZINE STREET,NEW ORLEANS,LA,70178,70178, , , , , ,5045814629,HTTP://WWW.AUDUBONINSTITUTE.ORG,AUDUBON NATURE INSTITUTE INC,201312,8,31639978,30405440,6500 MAGAZINE ST,NEW ORLEANS,LA,70118-4848,199503, , , , ,-90.13287,29.92716,3,5,1,22,071,6500 MAGAZINE ST,NEW ORLEANS,LA,70118-4848,70118,1,1,0,0,0,0,0, 
8402200084,HST, ,ESTATE; GARDEN, , , ,BIEDENHARN MUSEUM AND GARDEN,BIEDENHARN MUSEUM AND GARDEN, , ,2006 RIVERSIDE DRIVE,MONROE,LA,71201,71201, , , , , ,3183875281,HTTP://WWW.BMUSEUM.ORG, , , , , , , , , , , , , , ,-92.13119,32.51877,3,5,1,22,073,2006 RIVERSIDE DRIVE,MONROE,LA,71201,71201,0,1,0,1,0,0,0, 
8402200094,SCI,010648681, ,A57, ,712110,LOUISIANA OIL & GAS MUSEUM FOUNDATION,LOUISIANA OIL & GAS MUSEUM FOUNDATION INC, , ,PO BOX 1254,JENNINGS,LA,70546-1254,70546,200 S LAND AVE,OIL CITY,LA,70546-1254,70546,3189956845,HTTP://WWW.SOS.LA.GOV/HISTORICALRESOURCES/VISITMUSEUMS/LOUISIANASTATEOILANDGASMUSEUM/PAGES/DEFAULT.ASPX,LOUISIANA OIL & GAS MUSEUM FOUNDATION INC,201312,0,0,0,PO BOX 1254,JENNINGS,LA,70546-1254,200407, , , , ,-92.65913,30.23708,3,5,3,22, ,200 S LAND AVE,OIL CITY,LA,70546-1254,70546,1,0,0,0,0,0,0, 
8402200104,ART,201080155, ,A51,968777263,712110,MCKENNA MUSEUM OF AFRICAN-AMERICAN ART,GEORGE & LEAH MCKENNA MUSEUM OF AFRICAN AMERICAN ART,GEORGE AND LEAH MCKENNA MUSEUM OF AFRICAN AMERICAN ART,GEORGE & LEAH MCKENNA MUSEUM OF AFRICAN AMERICAN ART,2003 CARONDELET ST,NEW ORLEANS,LA,70130-5310,70130, , , , , ,5045867432, ,GEORGE & LEAH MCKENNA MUSEUM OF AFRICAN AMERICAN ART,201312,3,55468,55468,2003 CARONDELET ST,NEW ORLEANS,LA,70130-5310,201101, , , , ,-90.07999,29.93631,3,5,1,22,071,2003 CARONDELET ST,NEW ORLEANS,LA,70130-5310,70130,1,0,0,1,0,0,0, 
8402200106,SCI,201296918, ,A57, ,541710,WEDELL-WILLIAMS AVIATION & CYPRESS SAWMILL MUSEUM,WEDELL WILLIAMS AVIATION AND CYPRESS SAWMILL FOUNDATION INC, ,WEDELL WILLIAMS AVIATION AND CYPRESS SAWMILL FOUNDATION INC,PO BOX 38,PATTERSON,LA,70392-0038,70392,118 COTTON ROAD,PATTERSON,LA,70392-0038,70392, , ,WEDELL WILLIAMS AVIATION AND CYPRESS SAWMILL FOUNDATION INC,201412,0,0,0,PO BOX 38,PATTERSON,LA,70392-0038,200506, , , , ,-91.30928,29.69484,3,5,3,22, ,118 COTTON ROAD,PATTERSON,LA,70392-0038,70392,1,0,0,0,0,0,0, 
8402200108,BOT,204137988, ,D11, ,813219,LOUISIANA STATE ARBORETUM,FRIENDS OF THE LOUISIANA STATEARBORETUM, , ,PO BOX 173,VILLE PLATTE,LA,70586,70586, , , , , ,3373636289,HTTP://WWW.FRIENDSLAARB.ORG/,FRIENDS OF THE LOUISIANA STATEARBORETUM,201412,0,0,0,114 HARPERS FERRY RD,BOYCE,LA,71409-4824,200808, , , , ,-92.72219,31.31239,3,5,4,22,079,114 HARPERS FERRY RD,BOYCE,LA,71409-4824,71409,1,0,0,1,0,0,0, 
8402200121,HST,237080353, ,A54, ,712110,HERBERTS FORD MEMORIAL MUSEUM,HERBERTS FORD MEMORIAL MUSEUM, , ,519 S MAIN ST,HOMER,LA,71040-3955,71040, , , , , ,3189279190,HTTP://FORD.CLAIBORNEONE.ORG,HERBERTS FORD MEMORIAL MUSEUM,201212,3,51702,49206,519 S MAIN ST,HOMER,LA,71040-3955,197009, , , , ,-93.05367,32.79009,3,5,3,22,027,519 S MAIN ST,HOMER,LA,71040-3955,71040,1,0,0,1,0,0,0, 
8402200122,HST,237086419,PLANETARIUM,A11, ,712110,LAFAYETTE SCIENCE MUSEUM,LAFAYETTE SCIENCE MUSEUM FOUNDATION INC, , ,433 JEFFERSON ST,LAFAYETTE,LA,70501-7013,70501, , , , , ,3372915544,HTTP://WWW.LAFAYETTESCIENCEMUSEUM.ORG,LAFAYETTE SCIENCE MUSEUM FOUNDATION INC,201310,4,280764,262068,433 JEFFERSON ST,LAFAYETTE,LA,70501-7013,197011, , , , ,-92.01756,30.22631,3,5,1,22,055,433 JEFFERSON ST,LAFAYETTE,LA,70501-7013,70501,1,0,0,1,0,0,0, 
8402200132,HST,262185713,MUSEUM DISTRICT,B12, ,813219,CASSIDY PARK MUSEUMS,FRIENDS OF THE@CASSIDY PARK MUSEUMS, , ,PO BOX 1373,BOGALUSA,LA,70429,70429,625 WILLIS STREET P O BOX 1373,BOGALUSA,LA,70429,70429,9857359188,HTTP://WWW.MUSEUMSOFCASSIDYPARK.COM/,FRIENDS OF THE@CASSIDY PARK MUSEUMS,201312,0,0,0,PO BOX 1373,BOGALUSA,LA,70429-1373,200808, , , , ,-89.84833,30.78778,3,5,4,22,117,625 WILLIS STREET P O BOX 1373,BOGALUSA,LA,70429,70429,1,0,0,0,0,0,0, 
8402200138,CMU,264296669, ,A52, ,712110,KIDS IN MOTION PLAYHOUSE DISCOVERY MUSEUM,KIDS IN MOTION PLAYHOUSE DISCOVERY MUSEUM, , ,420 LAKE CRESCENT CIRCLE,HOUMA,LA,70360-7971,70360, , , , , ,9852096327, ,KIDS IN MOTION PLAYHOUSE DISCOVERY MUSEUM,201312,0,0,0,420 LAKE CRESCENT CIR,HOUMA,LA,70360-7971,201003, , , , ,-90.78958,29.61938,3,5,2,22,109,420 LAKE CRESCENT CIR,HOUMA,LA,70360-7971,70360,1,0,0,0,0,0,0, 
